,Projekt ID,Projekttitel,url_new,Projektstatus,year_start,year_end,SAP Interne Organisationen,corpus_EN,Projektmitarbeit,Projektleitung
110,2680,Smart Person Counter,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=6121,Abgeschlossen,2011,2013,CC Intelligent Sensors and Networks,Smart Person Counter prototype of a Smart Person Counter system as an intelligent video surveillance platform combining high performance at low cost will be developed. prototype of a Smart Person Counter system as an intelligent video surveillance platform combining high performance at low cost will be developed. Therefore the concept of distributed computing will be implemented on a hardware platform consisting of smart cameras with inherent highly optimized video content analysis and of low-cost central BoxPC servers for data fusion and auto-configuration purposes. The prototype will be employed for passenger flow analysis both in stationary and mobile environments.," Hofstetter Jonas,  Rosell Ortega Juan Alfonso,  Wassner Jürgen,  Provini Markus,  Rumi Nino,  Dominiak Stephen,  Dersch Ulrich", Zahn Klaus
111,86997,AISOP: AI-assisted grid situational awareness and operational planning ,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=5940,Laufend (Aktiv),2021,2025,CC Digital Energy and Electric Power,"AISOP: AI-assisted grid situational awareness and operational planning AISOP aims to create an AI-assisted decision support system for the electric distribution system operators (DSOs) to drive decarbonisation that is underpinned by advanced digital technology. AISOP aims to create an AI-assisted decision support system for the electric distribution system operators (DSOs) to drive decarbonisation that is underpinned by advanced digital technology. The decision-support system securely and privately acquires, processes, interprets, and exploits data for the benefit of DSO operational planning. In this context, AISOP expands data-driven techniques for improved operational planning in distribution/local grids with high shares of DERs by integrating AI/ML-based solutions, enhanced situational awareness and market incentives. Within the proposed project we combine (i) data access and ingestion (ii) distribution grid situational awareness, (iii) decision-support for distribution grid management (iv) dynamic tariffs, (v) digital platform integration with exploitation through test and training environments. The developed solutions will be disseminated within EXPERA and validated using the three demo-sites and living labs in Switzerland and Germany."," Presciuttini Anna,  Papaemmanouil Antonios,  Barahona Garzon Braulio,  Widmer Fabian,  Giordano Lea,  Hojabri Mojgan,  Allenspach Peter,  Nowak Severin"," Bowler Benjamin,  Papaemmanouil Antonios"
112,79446,Senior*innenarbeit in Biel-Bözingen,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=5593,Abgeschlossen,2020,2021,Institut für soziokulturelle Entwicklung Forschung,"Senior work in Biel-Bözingen From January 2021, a new 50% position for senior citizens will be created in QuartierInfo (QI) Bözingen. In preparation for the terrain, a needs analysis will be carried out in autumn/winter 2020 to align future work with senior citizens. From January 2021, a new 50% position for senior citizens will be created in QuartierInfo (QI) Bözingen. In preparation for the terrain, a needs analysis for future senior work is planned for autumn 2020. The QI Bözingen is located in the middle of the district right next to a bus stop. It is very well frequented and very well networked with organizations from the district. The QI Biel-Bözingen works with three stakeholders: Children up to the age of 6 (early support) Children (6-13 years) (open work with children) The general population of the neighborhood (neighbourhood work). In this sense, seniors already belong to the stakeholder group of QI Bözingen. However, in recent years the focus has been on working with children and on early support (children of preschool age and their parents). The result of this work is a broad and diverse range of services for families and children. The senior work will be set up as a new focus from 2021. In advance, a needs analysis should be drawn up, which should also take into account the needs and requirements of the socio-economically disadvantaged and seniors with a migration background.", Näther Caroline, Gretler Heusser Simone
113,2876,Abbildung von PCM-Fassadenelementen zur Integration in energetische Gebäudesimulationent,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=2198,Abgeschlossen,2013,2014,ZIG Zentrum für Integrale Gebäudetechnik,"Mapping of PCM facade elements for integration into energetic building simulations Mapping of the GLASSX facade elements containing a phase change material into a mathematical model, which can be integrated into energetic building simulation programs (e.g. IDA ICE). Mapping of the GLASSX facade elements containing a phase change material into a mathematical model, which can be integrated into energetic building simulation programs (e.g. IDA ICE). Based on this, the characteristics are to be transferred to simple tables, as required by specialist planners for the building concept and for the Minergie application. The tools obtained are then tested in a real architectural project."," Bionda Davide,  Hangartner Diego,  Jurt Dominic,  Plüss Iwan,  Menti Urs-Peter", Kräuchi Philipp
114,3115,Roboterfinger,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=548,Abgeschlossen,2013,2014,CC Electronics,"robot fingers Pick up and release deformable objects with soft robotic fingers. Clarification of the feasibility and design of the mechanical and electronic concept for picking up and releasing deformable objects with soft robot fingers. In particular, it should be clarified how textiles and deformable plastic parts can be handled with one finger. Attraction and repulsion forces are determined and corresponding force sensors are evaluated."," Ibrahimi Liridon,  Mattmann Remo,  Gisler Thomas", Stössel Zeno
115,55876,ToF Cube,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=6129,Abgeschlossen,2018,2020,CC Intelligent Sensors and Networks,"ToF Cube The closing edges of sliding doors are currently protected by permanently installed sensors in the building, which are complex to set up and vulnerable to operation. The aim is to replace these with ToF sensors installed on the door and traveling with them. The closing edges of sliding doors are currently protected by permanently installed sensors in the building, which are complex to set up and vulnerable to operation. The aim is to replace these with ToF sensors installed on the door and traveling with them."," Caduff Andreas,  Obrist Corsin,  Hofstetter Jonas,  Sadamori Leyna,  Fischer Mario,  Rechsteiner Martin,  Bruderer Roger,  Pflugshaupt Ruedi,  Gnus Tomaz,  Dersch Ulrich,  Marri Vamsikrishna", Zahn Klaus
116,88722,Sorptionswärmespeicher für saisonale Wärmespeicherung,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=6188,Laufend (Aktiv),2022,2023,CC Thermische Energiesysteme & Verfahrenstechnik,"Sorption heat storage for seasonal heat storage A new type of seasonal heat storage based on a sorption process with high energy density and no losses during the storage period is being developed at the Lucerne University of Applied Sciences and Arts. A 5kW system was built and successfully tested. Absorption heat storage systems have a high energy density and do not suffer any heat loss during the storage period. Instead of sensible heat, such as in a hot water tank, the absorption heat storage tank stores a heat pump potential to provide heat at elevated temperature from the environment. The storage tank is charged in summer using thermal or electrical energy, e.g. from solar thermal energy or PV power, and in winter it provides heating heat with almost no additional electricity; this from a low-temperature heat source, eg a geothermal heat exchanger or an air heat exchanger. The storage system serves as a virtual electric battery due to the significant reduction in the load on the power grid in winter. At the Lucerne University of Applied Sciences and Arts (HSLU), such a storage system, based on aqueous caustic soda, is being researched and developed. This consists of a converter (the absorption heat pump) and a working media storage (conventional plastic container) and is flexible in terms of arrangement, performance and storage capacity. The working medium (caustic soda and water) is stored at room temperature without loss, with the concentration of the caustic determining the state of charge: in the discharged state it is diluted and in the charged state it is concentrated. The absorption heat storage tank achieves an energy density of around 280 kWh/m3 in the building, depending on the operating temperatures. This means that a heat capacity that is up to six times higher than that of a hot water tank is achieved."," Brun Peter,  Ammann Sebastian", Fumey Benjamin
117,54184,Service Excellence in Tourism,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=4052,Abgeschlossen,2018,2019,CC Tourismus,Service Excellence in Tourism Adaptation of the Service Excellence Model from Retailing into Tourism Adaptation of the Service Excellence Model from Retailing into Tourism, Geyer Carolin, Wagenseil Urs
118,42731,Verein Innovationspark Zentralschweiz,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=3486,Abgeschlossen,2016,2017,Departementsprojekte,Association Innovation Park Central Switzerland Activities of the HSLU for project processing in the association IP ZCH. Activities of the HSLU for project processing in the association IP ZCH.," Schneider Achim,  Rumsch Andreas,  Paice Andrew,  Seerig Axel,  Imboden Christoph,  Derungs Curdin,  Bionda Davide,  Kantor Davis Loren,  Sandmeier Ernst Peter,  Thaler Eveline,  Regli Flavia,  Thesseling Frank,  Settembrini Gianrico,  Hauser Isabelle,  Plüss Iwan,  Schuster Kilian,  Fischer Ludger Josef,  Hämmerle Martin,  Kneubühler Melissa,  Obermeyer Melissa,  Posluschny-Treuner Myra,  Steiger Olivier,  Huber Mittler Patrick,  Schütz Philipp,  Schregle Roland,  van de Weetering Senta,  Kessler Seraina,  Domingo Irigoyen Silvia,  Ineichen Stefan,  Kyburz Stefanie,  Waltenspül Stefanie,  Menti Urs-Peter"," Weber-Hansen Andrea,  Fischer Ludger Josef"
119,87222,Plattform Sakrallandschaft Zentralschweiz,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=6078,Laufend (Aktiv),2023,2025,"CC Kunst, Design & Öffentlichkeit","Platform Sacral Landscape Central Switzerland The sacred landscape of Central Switzerland is a historical landscape of global importance. The Departments of Design & Art and Technology & Architecture have therefore created the Sacred Landscape Central Switzerland platform. Major transformations are currently pending in the sacred landscape and especially in the monasteries of Central Switzerland. Many monasteries are looking for new ways into the future for demographic reasons. The Lucerne University of Applied Sciences and Arts is therefore committed to the region with its interdisciplinary competencies in this area and regards this as part of its third mission. With its interdisciplinary competencies, the HSLU wants to sensitize and convey this to the sacred landscape as a (construction) cultural heritage, it wants to accompany and support the monasteries in the upcoming processes, and it wants to deal with the topic in research & development and in teaching . In the process, two themes emerged: Accompanying the transformation processes of the monasteries from the perspectives of building culture, material and immaterial cultural assets and regional planning perspectives (landscape) was identified as the first theme, the development of new and innovative educational formats from the tradition and from the implicit knowledge of the communal life of the monasteries against the background of digital transformation was the second topic. The first joint project deals with the Baldegg monastery, whose mother house will celebrate its 50th birthday in 2022. In 1972 the new Baldegg monastery was inaugurated as the mother house of the Baldegg sisters. The architect is Marcel Breuer, who was world famous at the time for the brutalist architecture he designed in his New York studio. Courses and a publication are planned in partnership between the HSLU and the monastery. How did the architect Breuer design the sacred architecture for the Baldegger sisters, what were the principles behind his design of the building and its interior design? How do architecture experts view Baldegg Abbey today? What can we learn from Baldegg Monastery today about space, outside and inside, silence and spirituality? A publication explores these questions by bringing together the voices of the monastery, architecture and art experts and theologians to create a multi-perspective picture of Baldegg Monastery on its 50th birthday. The monasteries of Central Switzerland are used as part of the platform in teaching as learning ecosystems in which new and innovative educational formats are developed. What potential do monasteries and their practices and rituals have for the present? What can students learn about the monasteries, their gardens and businesses in times of change? In cooperation with the monasteries and especially in local projects, garden projects are created that deal with ecology and the design of nature. The knowledge of the monastic traditions about spirituality, focus, rhythm is used for its benefit for the self-techniques of students in the current changing society in times of crisis."," Geissbühler Dieter,  Biechteler Heike,  Bürgin Matthias,  Müller Pablo,  Mader Rachel"," Christen Luther Gabriela,  Käferstein Johannes"
120,45915,Health Tech Zentralschweiz,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=3668,Abgeschlossen,2016,2020,CC Regionalökonomie,"Health Tech Central Switzerland Project within the framework of SECO's pilot program Business Spaces for Action (PHR-W). Current data from the Federal Statistical Office (FSO) shows that the high-tech sector is well represented in several central Swiss regions compared to the rest of Switzerland. Part of this high-tech industry can be assigned to ""health technology"" or ""health technology"". ""Health Tech"" is a cross-sectional technology. Companies from a wide range of sectors contribute to health technology, including medical technology, healthcare, biotechnology, pharmaceutical technology, molecular biology and other areas along the diverse value chain. This project has two goals. On the one hand, it is about making better use of the potential of the promising value chain for local and new companies by combining Central Switzerland's health tech expertise. On the other hand, knowledge about Central Switzerland as an area of action should be gained, from a general point of view but also specifically in the field of health technology."," Willimann Ivo,  Z'Rotz Jana,  Gallati Justus,  Imhof Sebastian,  Zöllner Silke,  Bruni Stefan", Lüthi Stefan
121,58689,Seeking Birdscapes,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=4198,Laufend (Aktiv),2019,2023,Music Education Research Projekte,"Seeking Birdscapes The project investigates human-environment relationships by focusing on the auditory, acoustic and musical dimensions of soundscapes, in which bird calls play a central role. Current information on the project, research, communication and the results at: https://www.hslu.ch/de-ch/hochschule-luzern/forschung/ausgewaehlte-projekte/birdscapes/ Since the 1970s, the acoustic environment of the human being in ever expanding music-cultural, ecological and technological contexts. The SNSF project Seeking Birdscapes – Contemporary Listening and Recording Practices in Ornithology and Environmental Sound Art, led by Helena Simonett and Patricia Jäggi, aims to gain new insights into the relationship between (hearing) humans and nature. We assume that people perceive natural sounds such as bird calls differently depending on their personal biography. Furthermore, we assume that in addition to cultural factors, there are also geographical ones. There are numerous studies within an ecosystem (e.g. Amazon or Siberia), but no comparison of very different geographical environments within Europe, such as in regions of densely populated central and southern Europe (focus on Switzerland and Catalonia) and the sparsely populated island of Iceland. The project concentrates on a selected selection of people such as field ornithologists, sound artists or composers. The experience of bird calls and the imaginary worlds behind them are examined through interviews, sound recordings and observations in the field. We are also interested in whether and how listening experiences shape biographies and ultimately environmental awareness. Through the collaboration with the Sempach ornithological station, the BirdLife Lucerne Foundation and the Natural History Museum Lucerne, as well as the public presentation of our research, the project aims to raise social awareness of the characteristic soundscapes that surround us as an intangible heritage. The sub-project “Seeking Birdscapes & Interdisciplinary Art Mediation” was developed for this purpose. It is part of the Interdisciplinary Thematic Cluster (ITC) ""Space and Society"" and aims to develop new methods and formats for communicating results from the SNSF project. This ITC project is led by Marie-Louise Nigg from the Department of Design & Art and Patricia Jäggi. Contact for the SNSF and ITC projects: Patricia Jäggi (patricia.jaeggi@hslu.ch)."," Camp Marc-Antoine,  Nigg Marie-Louise,  Lewy Matthias,  Kirschstein Natalie,  Jäggi Patricia"," Simonett Helena,  Jäggi Patricia"
122,9141,Advanced Financial Accounting,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=654,Abgeschlossen,2014,2017,CC Accounting,"Advanced Financial Accounting Research projects with private partners in the field of bookkeeping, accounting according to OR, Swiss GAAP FER and IFRS Current topics in bookkeeping and accounting are analyzed and published in the form of publications, expert opinions and specialist articles."," Bitterli Christian,  Schellenberg Christina,  Zürcher Eric,  Nadig Linard,  Greimel Marcel,  Fontana Marco,  Bundi Marino,  Balmer Patrick,  Gysler Thomas", Passardi Marco
123,48387,Gesunde Schwangerschaft - Wirksame Betreuungsmodelle für Schwangere und Mütter mit Adipositas,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=3764,Abgeschlossen,2017,2020,Institut für Sozialpädagogik und Bildung Forschung,"Healthy pregnancy - Effective models of care for pregnant women and mothers with obesity Obesity during pregnancy has a negative impact on the health and well-being of both mother and child. The pilot project shows that early support for women with a low-threshold program triggers changes. Current scientific findings show that overweight and obesity (obesity) are more common in Switzerland than previously thought. The risk of overweight and obesity in childhood can already be pre-programmed in the womb, which is why targeted, preventive measures during pregnancy are most promising. This pilot project starts here. The aim was to support women who are severely or severely overweight (BMI ≥ 30) during pregnancy and afterwards to adopt a healthier lifestyle and get enough exercise. The focus was on intensifying the existing standard structures in support, without creating a new offer, and on involving the other specialists involved in the birth more intensively. The aim of the pilot project was also to contribute to the better networking of specialists who are already working in childbirth. The data was based on several qualitative interviews conducted at different times with pregnant women or mothers and their midwives. In addition, further surveys were carried out with the mothers' and fathers' advisors and an online questionnaire with gynecologists in the canton of Aargau and two experts * held internal discussions. In summary, the following results can be stated: - The more intensive support provided by the midwives and the relationship of trust that is established as a result are important elements for more effectively supporting overweight women, some of whom are already stigmatized. - Changes in diet and exercise behavior can be brought about, but they vary over the period of time. The earlier the women can be accompanied, the sooner a change can be initiated. - Addressing the topic of “overweight” turned out to be a greater challenge for most of the professionals surveyed. Various support measures are required here, such as more intensive further training in ""motivational interviewing"". - The pilot project used so-called ""sensitive windows"" with women to provide support before, during and after pregnancy. The results show that these are proving beneficial and that more such windows, particularly postpartum, exist. In order to be able to define these more precisely, there should be more intensive cooperation with the existing specialists in all aspects of birth and in the early childhood area, and support for women with an increased risk of being overweight should be intensified. The project team at the Lucerne University of Applied Sciences – Social Work has drawn up various proposals to ensure that the pilot project is successfully converted into measures or, for example, to establish a low-threshold program for pregnant women with obesity. These are detailed in the report.", Masoud Tehrani Anoushiravan, Stadelmann Karin Andrea
124,33774,Der Sozialdienst aus Sicht der Gemeindebehörden,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=3339,Abgeschlossen,2015,2016,CC Regionalökonomie,"The social service from the point of view of the municipal authorities Acceptance and support promote good quality service provision in the social services. Based on this thesis, the question arises as to what views the political decision-makers have towards the social services. Acceptance and support promote good quality service provision in the social services. Based on this thesis, the question arises as to what views the political decision-makers have towards the social services. As part of a preliminary project, we are developing a methodology to collect these perspectives from selected test communities. If the methodology proves its worth, a follow-up project is planned that will include a larger number of municipalities. The goal would be to be able to draw conclusions about those factors that affect the perception of social services."," Lötscher Alex,  Willisegger Jonas,  Rimmele Sabine,  Riedweg Werner", Willimann Ivo
125,60398,Explaining service delivery improvements at the subnational level in Albania,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=6047,Abgeschlossen,2019,2021,CC Public and Nonprofit Management,"Explaining service delivery improvements at the subnational level in Albania Case study about service delivery improvements in Albanian municipalities Albania’s comprehensive decentralization reform has had positive effects on local service delivery in spite of deficiencies in the public financial management (PFM) of municipalities. At the same time, Albania is taking measures to strengthen local PFM. The case of Albania offers insights on how to make local governance reforms effective. The findings presented in this short note are based on qualitative interviews undertaken in three Albanian municipalities (Elbasan, Lezha, and Shkodra), each with four service delivery units and a municipal finance department. The interviews were conducted in 2019."," Z'Rotz Jana,  Eichenberger Marco,  Pfäffli Stefan"," Bruni Stefan,  Pfäffli Stefan"
126,4200,Medium Term Budgeting in Albania,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=322,Abgeschlossen,2011,2013,CC Public and Nonprofit Management,"Medium Term Budgeting in Albania Albanische Gemeinden sind seit dem Jahr 2009 gesetzlich verpflichtet, ihre Geschäftstätigkeit mit Hilfe eines Medium Term Budgets (MTB) auf mittlere Frist zu planen. Since 2009, Albanian municipalities have been legally obliged to plan their business activities over the medium term using a medium-term budget (MTB). The municipalities are now faced with the question of how this medium-term, integrated task and financial planning can be technically simplified using a financial planning tool and implemented in accordance with the requirements of good governance. Here she supports the Lucerne University of Applied Sciences and Arts."," Lötscher Alex,  Schwaller Bernhard", Pfäffli Stefan
127,2449,Seilschonende Klemmplatte für Montage und Unterhalt,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=5904,Abgeschlossen,2009,2015,CC Mechanische Systeme,"Cable-friendly clamping plate for assembly and maintenance All relevant influencing factors on the load-bearing behavior of clamping plates are examined both theoretically and experimentally through targeted tests with laboratory samples. All relevant influencing factors on the load-bearing behavior of clamping plates are examined both theoretically and experimentally through targeted tests with laboratory samples. The rope with its specific construction determines the deformation behavior of the rope cross-section (rigidity, transverse contraction), which influences the pull-off force. The permissible pressure loads on the rope surface and inside the rope (strength) as well as the tendency to tube formation essentially depend on the rope construction. The design of the clamping plate and in particular the shape of the jaws as well as the design of the contact surface between the two friction partners are factors that can be influenced by the designer. The quantification of these influencing factors leads to a proposal for a calculation rule for calculating the pull-out force and for determining the permissible rope load of conventional assembly clamping plates with prismatic and round groove shape, which should serve both for the construction and for the use of assembly clamps."," Fleischli Bruno,  Lüthi Ernst,  della Torre Marco,  Provini Markus,  Gilgien Pascal,  Portmann Pius,  Lustenberger Stefan,  Koller Thomas", Bärtsch René
128,2916,Relaxed Care,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=22,Abgeschlossen,2012,2016,iHomeLab,"relaxed care Communication system for people living alone Family members who live alone and need care do not want to be monitored. The ""RelaxedCare-System"" is researching a solution with which the current condition of a person in need of care can be determined and communicated unobtrusively to the relatives."," Nieke Clemens,  Bolliger Daniel,  Birrer Edith,  Wirth Judith,  Wessig Kerstin,  Mathis Marcel,  Biallas Martin,  Camenzind Martin,  Friedli Martin,  Wüthrich Martin", Kistler Rolf
129,32647,Musikalische Beziehung zwischen Alphorn und Jodel – Faktum oder Ideologie?,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=2162,Abgeschlossen,2015,2018,Music Education Research Projekte,"Musical relationship between alphorn and yodel - fact or ideology? The results of the research project show how, where and when the two musical practices influenced each other. The alphorn and yodel are integral parts of the traditional music of the Alps and have attracted increasing interest from researchers and the general public in recent years. The research project ""Musical relationship between alphorn and yodel - fact or ideology"" addressed the question of when, how and where both musical practices influenced each other. The research team relied on the evaluation of a large corpus of historical text and image sources, the documentation of historical alphorns, the analysis of sound recordings and an empirical survey on the perception of alphorn and yodelling melodies. Musical adoption processes can be based on a partial joint use of the natural series. The study area started in Switzerland and stretched across southern Germany and Austria. In the case of the Austrian Wurzhorner yodelers, the name alone indicates a connection to the instrument, and in the Muotataler 'Bücheljuuz' the yodeler imitates the sound of the instrument so skilfully that the difference between voice and instrument is hardly noticeable. However, not all types of yodelling have a musical relationship to the alphorn, and alphorn music is not always related to yodelling. The detailed investigation shows that over the course of the last 200 years the musical relationship between the alphorn and the yodel has fluctuated greatly."," Kammermann Andrea,  Vignau Charlotte,  Kilchenmann Lorenz,  Camp Marc-Antoine,  Wey Yannick", Ammann Raymond
130,2854,CABEE – Capitalizing Alpine Building Evaluation Experiences,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=20,Abgeschlossen,2012,2016,CC Typologie und Planung in Architektur,"CABEE – Capitalizing Alpine Building Evaluation Experiences In the Interreg IV B project CABEE, 7 states in the European Alpine region are cooperating in order to create a transnational arch in the assessment of buildings and building associations. Alpine Space Program ""Together for an Alpine region worth living in"" is the motto of the transnational program for cooperation Alpine Space, in which seven countries - Germany, France, Italy, Austria and Slovenia as well as Switzerland and Liechtenstein - are participating. Interreg IV B project CABEE Based on the results of the preliminary project ENERBUILD, a transnational arc for the building evaluation is set up in order to advance the transformation at the level of the building and the building association. The focus of these considerations is the sustainable use of resources, as well as the operation of the building and the users. Different approaches to building assessment have developed from specific regional framework conditions. The different evaluation systems and models in the participating countries serve in CABEE as case studies for comparative analyzes and the exchange of experiences. The aim is to support the individual actors in politics, planning and implementation. CABEE shows the basis for decision-making. The public sector is to be strengthened in its role as a role model for the transformation of its own building stock, SMEs are to be motivated to make more use of new technologies and materials, and a better understanding of users in everyday building operations is to be created. At the same time, CABEE is expanding the focus from individual buildings to entire groups of buildings . There is potential for future optimization in the networking and the consistent exploitation of synergies in the building association. In the Synergy grids working group, the scenario development based on practical examples should provide impetus for future implementations. Different approaches to the assessment at building association level have been in development in some regions for a long time and are being discussed in more detail in order to provide arguments for the creation of the political and legal framework."," Ehrbar Doris,  Schultz Elke,  Koller Fabienne,  Schwehr Peter,  Schmickl Raphaela,  Haase Stefan,  Heim Thomas", Geier Sonja
131,2314,Machbarkeitsstudie CO2-Erdwärmesonde,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=3302,Abgeschlossen,2007,2009,CC Thermische Energiesysteme & Verfahrenstechnik,"Feasibility study CO2 geothermal probe The use of geothermal energy for heating purposes is becoming increasingly important. As an alternative to conventional U-tube probes that work with water/glycol (brine), geothermal probes that use carbon dioxide (CO2) as the working fluid have been installed in Austria and Germany in recent years. These CO2 geothermal probes work on the principle of a gravitational heat pipe. The liquid CO2 runs down the pipe wall, evaporates while absorbing the geothermal heat and rises again in the middle of the pipe. Due to the automatic circulation, these probes do not require a circulation pump. They are therefore also called ""pumpless geothermal probes"". The aim of this study was to investigate the fluid and thermodynamic processes in a CO2 geothermal probe using a simulation model. The possibility of multiple injections of the working fluid should also be taken into account. In addition, the potential for increasing efficiency compared to conventional brine probes should be quantified.",, Wellig Beat
132,52247,Charta für eine nachhaltige Entwicklung auf der Rigi,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=4061,Abgeschlossen,2018,2018,CC Tourismus,"Charter for sustainable development on the Rigi Under the moderation of Jürg Stettler from the Lucerne University of Applied Sciences and Arts, the Rigi working group has agreed on the “Charta Rigi 2030”. As a result of the ""Round Table on Sustainable Development on Mount Rigi"" on November 21, 2017 in the auditorium of the Dörfli school in Weggis, a participatory process was launched to jointly develop a Charter Rigi 2030. This process was moderated by Prof. Jürg Stettler, Head of the Institute for Tourism Management at the HSLU, and included a total of four workshops with participants from the following institutions and organizations: Municipality of Vitznau, Municipality of Weggis, Hotel Rigi-Kulm AG, IG Rigi, Landscape Protection Association of Lake Lucerne (LSVV Pro Rigi, Rigi-Bahnen AG, RigiPlus AG, Unterallmeind Arth and the association “Ja! zu Regina Montium” (formerly Rigi petitioners). In the four workshops, a joint idea of the future development of the Rigi was developed and systematically divided into subject areas (environment, economy, society). At the same time, the process was defined as to how future development projects on the Rigi are to be designed with the involvement of the stakeholders. In a multi-year development plan, important projects are jointly defined and provided with parameters and target values for sustainability monitoring. In this way, those affected and involved are informed about upcoming projects at an early stage and are actively involved in the development process. The charter was adopted by the organizations involved in autumn 2018, and people and organizations who were not previously involved were subsequently invited to sign the charter. The ceremonial signing of Charter Rigi 2030 is planned for mid-January 2019 at Rigi-Kulm, with retrospective entry into force as of January 1, 2019.", Eggli Florian, Stettler Jürg
133,4351,"Kantonales Leitbild ""Nidwalden 2025""",https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=88,Abgeschlossen,2012,2015,CC Regionalökonomie,"Cantonal mission statement ""Nidwalden 2025"" Cantonal model as a basis for the creation of the legislature program As a basis for the 2016-2019 legislative program, the government council of the canton of Nidwalden is developing a new mission statement ""Nidwalden 2025 - between tradition and innovation"". The IBR develops a procedural concept and accompanies the canton in the development of the model."," Käppeli Stephan,  Rast Vinzenz", Willimann Ivo
134,8941,Ultrashort – Zur medialen Logik kürzester a/v-Formen,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=752,Abgeschlossen,2014,2017,CC Visual Narrative,"Ultrashort – On the media logic of the shortest a/v forms For the first time, the Ultrashort project examines the media archeology of the shortest moving image sequences, their dispositifs and aesthetics. Ultrashorts are audiovisual media forms lasting less than 30 seconds that are distributed in out-of-home media, on urban screens, on internet-based video platforms, at film festivals, as part of art projects, in (viral) marketing or commercial art. They indicate a change in media culture, which is characterized by a trend towards shortening audiovisual narrations on the one hand and the crossing of media boundaries on the other. The Ultrashort project understands these shortest moving image sequences as an independent format, describes it in context as the result of technical, social, economic convergences and analyzes it with regard to its specific aesthetic characteristics, such as key images and blank spaces. The corpus of the study is a collection of around 1,400 entries from the ultra-short film competition: 5-10-20, carried out by the Lucerne University of Applied Sciences and Arts in the years 2007-2011, supplemented by audiovisual material, for example from the online services Vine, Viddy and tout."," Rentemeister Elke,  Müller Robert", Truniger Fred
135,2497,Lichtstrasse: Demonstration von effizienten LED-Spektralleuchten,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=866,Abgeschlossen,2009,2011,CC Electronics,"Lichtstrasse: Demonstration of efficient LED spectral lights Demonstrate spectral light As a preliminary stage for the project ""Field test - optimal artificial light for schoolchildren"" and as the first innovation that can also be exhibited, a lamp with the following features is to be developed: LED prototype lamp with a wide and adjustable spectral range including control according to input parameters that are still to be recorded among other things, a marketing contribution to the HSLU regarding the ""building as a system"" and is also dedicated to the topic of light at the HSLU T&A.",," Ernst Dieter,  Helfenstein André,  Niederberger Erny,  Härri Vinzenz"
136,3485,Analyse für ein Verleihsystem für e-Bikes,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=2258,Abgeschlossen,2010,2010,CC Mobilität,"Analysis for a rental system for e-bikes Rental systems for conventional bicycles are part of the backbone of cycling in most cities. Their benefits can be increased even more if electrically operated bicycles (eBikes) are integrated into the rental system. As a basis for the conception of a bike rental system with electric bicycles (eBikes) in Switzerland, an analysis of the bike rental market was carried out. From this, possible, partially differentiated offer variants were defined and considerations for market entry were made. The investigations were carried out on behalf of a company. They found their way into a bicycle rental system that was implemented later.",," Schad Helmut,  Sonderegger Roger"
